"id","cook_id","value","sort","title_sort"
"6491","529","A teaspoon of mustard seeds.","1",
"6492","529","Five or six leaves of curry.","1",
"6493","529","Three pods of dry red pepper.","1",
"6494","529","Coriander - to garnish -.","1",
"6495","530","One hundred and fifty grams of rice noodles.","0",
"6496","530","Three tablespoons of oil.","0",
"6497","530","Five hundred grams of ground beef.","0",
"6498","530","1 and a half tablespoon each of:
Sweet chili sauce.
Black bean sauce.","0",
"6499","530","Sweet chili sauce.","0",
"6500","530","Black bean sauce.","0",
"6501","530","Two tablespoons of dark soy sauce.","0",
"6502","530","Three crushed cloves of garlic.","0",
"6503","530","One grain of finely chopped carrots is equivalent to approximately twenty grams.","0",
"6504","530","One hundred and twenty grams of chopped broccoli.","0",
"6505","530","Eighty grams of chilled peas.","0",
"6506","530","Two pieces of fresh and sliced ​​capsicum.","0",
"6507","531","Two hundred and fifty grams of minced meat.","0",
"6508","531","Chopped onion.","0",
"6509","531","Two grains of grated carrots.","0",
"6510","531","1 stick of cinnamon.","0",
"6511","531","A teaspoon of turmeric.","0",
"6512","531","Three grains of cardamom.","0",
"6513","531","Two cups of rice, washed and drained.","0",
"6514","531","Three cups of hot broth.","0",
"6515","531","A box of red kidney beans, washed and drained.","0",
"6516","531","Two tablespoons of corn oil.","0",
"6517","531","Half a teaspoon of spices.","0",
"6518","532","Two cups of short-grain rice.","0",
"6519","532","A quarter cup of each of:
Margarine or oil.
 Pistachios, peeled and halved.
Sliced ​​almonds.","0",
"6520","532","Margarine or oil.","0",
"6521","532","Pistachios, peeled and halved.","0",
"6522","532","Sliced ​​almonds.","0",
"6523","532","Two tablespoons of pine nuts.","0",
"6524","532","A chopped onion.","0",
"6525","532","Two hundred and fifty grams of minced meat.","0",
"6526","532","A small spoon of mixed spice.","0",
"6527","532","Two teaspoons of salt.","0",
"6528","532","A quarter of a teaspoon of each of:
Cinnamon.
Ground cardamom.
Black pepper.","0",
"6529","532","Cinnamon.","0",
"6530","532","Ground cardamom.","0",
"6531","532","Black pepper.","0",
"6532","532","Three cups of chicken broth.","0",
"6533","532","Chopped parsley.","0",
"6534","533","Two tablespoons of oil, and ghee.","0",
"6535","533","A quarter of a teaspoon of turmeric.","0",
"6536","533","A century of green pepper.","0",
"6537","533","2 cloves of garlic.","0",
"6538","533","Half a packet of parsley, green mint, and cilantro.","0",
"6539","533","Two cups of long grain rice.","0",
"6540","533","A quarter cup of raisins, and cashews.","0",
"6541","534","the rice.","0",
"6542","534","Oil, water or broth.","0",
"6543","534","Onions.","0",
"6544","534","Salt and dill.","0",
"6545","534","A cube of broth.","0",
"6546","535","the rice.","0",
"6547","535","the oil.","0",
"6548","535","Onions, carrots.","0",
"6549","535","Boiled peas.","0",
"6550","535","parsley.","0",
"6551","535","Dill.","0",
"6552","535","Coriander green and salt.","0",
"6553","536","the rice.","0",
"6554","536","Black pepper, salt, hot pepper, and coriander.","0",
"6555","536","Parsley, dill, and green pepper.","0",
"6556","536","Onions.","0",
"6557","536","Obesity.","0",
"6558","536","water.","0",
"6559","537","A cup of corn oil.","1","مكونات الأرز:
"
"6560","537","Four cloves of crushed garlic.","1","مكونات الأرز:
"
"6561","537","A tablespoon of salt.","1","مكونات الأرز:
"
"6562","537","Three cups of short grain rice.","1","مكونات الأرز:
"
"6563","537","Two large onions, chopped.","1","مكونات الأرز:
"
"6564","537","Half a teaspoon of black pepper","1","مكونات الأرز:
"
"6565","537","A tablespoon of cumin.","1","مكونات الأرز:
"
"6566","537","A teaspoon of turmeric.","1","مكونات الأرز:
"
"6567","537","Four and a half cups of water.","1","مكونات الأرز:
"
"6568","537","Six grains of Egyptian fish.","-2","مكوِّنات السمك:
"
"6569","537","A tablespoon of salt.","-2","مكوِّنات السمك:
"
"6570","537","A tablespoon of cumin.","-2","مكوِّنات السمك:
"
"6571","537","Half a teaspoon of black pepper.","-2","مكوِّنات السمك:
"
"6572","537","Ten cloves of crushed garlic.","-2","مكوِّنات السمك:
"
"6573","537","Six pods of green pepper, sliced ​​in half.","-2","مكوِّنات السمك:
"
"6574","537","Flour.","-2","مكوِّنات السمك:
"
"6575","537","Corn oil for frying.","-2","مكوِّنات السمك:
"
"6576","538","A teaspoon of ground coriander.","3","المكوِّنات"
"6577","538","½ teaspoon ground cumin.","3","المكوِّنات"
"6578","538","Salt, to taste-.","3","المكوِّنات"
"6579","538","Four pieces of skinned fish fillet.","3","المكوِّنات"
"6580","538","A teaspoon of curry.","3","المكوِّنات"
"6581","538","A quarter of a teaspoon of ground turmeric.","3","المكوِّنات"
"6582","538","Pinch of black pepper.","3","المكوِّنات"
"6583","538","Four cloves of garlic, mashed finely.","1","مكونات خلطة السمك:
"
"6584","538","Pinch of black pepper.","1","مكونات خلطة السمك:
"
"6585","538","A teaspoon of dried ground black lemon.","1","مكونات خلطة السمك:
"
"6586","538","quarter cup of lemon juice.","1","مكونات خلطة السمك:
"
"6587","538","A small onion, cut into very small cubes.","1","مكونات خلطة السمك:
"
"6588","538","A teaspoon of crushed red pepper.","1","مكونات خلطة السمك:
"
"6589","538","Salt, to taste-.","1","مكونات خلطة السمك:
"
"6590","538","A cup of chopped green coriander.","1","مكونات خلطة السمك:
"
"6591","538","A large tomato, cut into small cubes.","-1","مكونات مجبوس الطماطم:
"
"6592","538","Three tablespoons of tomato paste.","-1","مكونات مجبوس الطماطم:
"
"6593","538","1 stick of cinnamon.","-1","مكونات مجبوس الطماطم:
"
"6594","538","Half a teaspoon of ground turmeric.","-1","مكونات مجبوس الطماطم:
"
"6595","538","Boiling water.","-1","مكونات مجبوس الطماطم:
"
"6596","538","A piece of black lemon.","-1","مكونات مجبوس الطماطم:
"
"6597","538","Three cups of rice.","-1","مكونات مجبوس الطماطم:
"
"6598","538","1 small onion, cut into small cubes.","-1","مكونات مجبوس الطماطم:
"
"6599","538","2 cubes of chicken or vegetable stock.","-1","مكونات مجبوس الطماطم:
"
"6600","538","Three dried cardamom pods.","-1","مكونات مجبوس الطماطم:
"
"6601","538","A teaspoon of curry.","-1","مكونات مجبوس الطماطم:
"
"6602","538","ghee.","-1","مكونات مجبوس الطماطم:
"
"6603","538","Small spoon of salt.","-1","مكونات مجبوس الطماطم:
"
"6604","538","A teaspoon of white vinegar.","-1","مكونات مجبوس الطماطم:
"
"6605","539","A cup of Egyptian rice.","0",
"6606","539","Half a cup of basmati rice.","0",
"6607","539","A cup and a half of peas.","0",
"6608","539","One onion, chopped.","0",
"6609","539","1 tablespoon each of: softened butter and oil.","0",
"6610","539","Half a teaspoon of salt or more.","0",
"6611","539","Water.","0",
"6612","540","Three cups of rice.","0",
"6613","540","Three tablespoons of obesity.","0",
"6614","540","Six to eight grains of correct cloves.","0",
"6615","540","1 teaspoon each of: cumin, whole mustard, and mashed ginger.","0",
"6616","540","Three hundred grams of minced meat.","0",
"6617","540","Cinnamon stick.","0",
"6618","540","1 large onion, finely chopped.","0",
"6619","540","Three to four garlic cloves, crushed.","0",
"6620","540","Two cups of peas.","0",
"6621","540","Four cups of broth.","0",
"6622","540","A tablespoon of salt.","0",
"6623","540","¼ teaspoon of black pepper.","0",
"6624","540","Two small spoons of mixed spice.","0",
"6625","541","Two cups basmati rice.","0",
"6626","541","A quarter cup of corn oil.","0",
"6627","541","Half a kilogram beef or shredded lamb.","0",
"6628","541","A grain of rough chopped onion.","0",
"6629","541","2 cloves of crushed garlic.","0",
"6630","541","1 teaspoon chopped ginger.","0",
"6631","541","2 cups shredded carrots.","0",
"6632","541","A tablespoon of mixed spices.","0",
"6633","541","Two teaspoons of cumin.","0",
"6634","541","Half a teaspoon of turmeric.","0",
"6635","541","Half a teaspoon soft cardamom.","0",
"6636","541","A teaspoon and a half of salt.","0",
"6637","541","quarter tea spoon of black Peper.","0",
"6638","541","Four cups of water or broth.","0",
"6639","541","Almonds and raisins to garnish.","0",
"6640","542","A whole chicken, cut into four pieces.","0",
"6641","542","Two tablespoons of margarine or butter.","0",
"6642","542","Five onions, cut into small cubes.","0",
"6643","542","Five cloves of garlic, crushed.","0",
"6644","542","1 grated carrot.","0",
"6645","542","Pinch of nutmeg.","0",
"6646","542","Half teaspoon ground black pepper.","0",
"6647","542","Three cups of basmati rice washed, soaked and drained.","0",
"6648","542","Four cups of chicken broth.","0",
"6649","542","Two cinnamon sticks.","0",
"6650","542","Four cloves.","0",
"6651","542","Eight cardamom pods.","0",
"6652","542","Two dried lemons.","0",
"6653","542","1 teaspoon cumin.","0",
"6654","542","1 teaspoon pepper.","0",
"6655","542","Mixed nuts for garnishing.","0",
"6656","543","oil.","0",
"6657","543","Two and a half cups of basmati rice soaked and drained from water.","0",
"6658","543","A tablespoon of salt.","0",
"6659","543","Boiling water.","0",
"6660","543","A quarter cup of vermicelli.","0",
"6661","544","A teaspoon of correct cloves.","3","المكوّنات"
"6662","544","Four cups of basmati rice.","3","المكوّنات"
"6663","544","Fried nuts (cashews, pistachios, pine nuts, almonds).","3","المكوّنات"
"6664","544","Two tablespoons of corn oil.","3","المكوّنات"
"6665","544","Four tablespoons of ghee.","3","المكوّنات"
"6666","544","Two cinnamon sticks.","3","المكوّنات"
"6667","544","Six cups of water.","3","المكوّنات"
"6668","544","Two tablespoons of correct cumin.","3","المكوّنات"
"6669","544","Two tablespoons of right fennel.","3","المكوّنات"
"6670","544","Two bay papers.","3","المكوّنات"
"6671","544","A teaspoon of right black pepper.","3","المكوّنات"
"6672","544","Two tablespoons of correct coriander.","3","المكوّنات"
"6673","544","A tablespoon of salt.","3","المكوّنات"
"6674","544","Two tablespoons of flour.","1","مكوّنات البصل المكرمل:
"
"6675","544","A large onion.","1","مكوّنات البصل المكرمل:
"
"6676","544","Half a teaspoon of saffron to serve.","-1","مكوّنات خليط الزعفران:
"
"6677","544","Two tablespoons of rose water.","-1","مكوّنات خليط الزعفران:
"
"6678","545","Half a cup of chopped green onions.","1",
"6679","545","Soy sauce, to taste.","1",
"6680","545","Onion, cut into small cubes.","1",
"6681","545","Half a cup of frozen and thawed peas.","1",
"6682","545","One tablespoon of oyster sauce.","1",
"6683","545","Four eggs","1",
"6684","545","A teaspoon of soy sauce.","1",
"6685","545","Two cups of boiled rice.","1",
"6686","545","Half a cup of fresh mushrooms, cut into small cubes.","1",
"6687","545","Black pepper and salt, to taste.","1",
"6688","545","Half a cup of carrots cut into small cubes.","1",
"6689","546","Two teaspoons of salt.","0",
"6690","546","Two small spoons of butter.","0",
"6691","546","A teaspoon of Iris (Nigella sativa).","0",
"6692","546","Two tablespoons of toasted sesame.","0",
"6693","546","Two tablespoons of sesame oil.","0",
"6694","546","Three cups of water.","0",
"6695","546","Two cups of basmati rice.","0",
"6696","547","Two cups of basmati rice.","0",
"6697","547","A tablespoon of each of: pistachios halves, almonds halves, pine nuts and raisins.","0",
"6698","547","Three tablespoons of oil or ghee.","0",
"6699","547","Two teaspoons of salt.","0",
"6700","547","1/4 teaspoon of: crushed chili, black pepper, cumin, and ground lime.","0",
"6701","547","Half a teaspoon of ground cardamom.","0",
"6702","547","Two large carrots.","0",
"6703","548","A tablespoon of cinnamon.","2",
"6704","548","A cup of ground rice.","2",
"6705","548","Seven cups of water.","2",
"6706","548","Two tablespoons of caraway.","2",
"6707","548","A teaspoon of starch.","2",
"6708","548","Two cups of sugar.","2",
"6709","548","Peeled and soaked almonds.","0","مكوّنات التزيين:
"
"6710","548","Coconut.","0","مكوّنات التزيين:
"
"6711","548","Chopped walnuts.","0","مكوّنات التزيين:
"
"6712","548","Soaked pine nuts.","0","مكوّنات التزيين:
"
"6713","548","Toasted hazelnuts.","0","مكوّنات التزيين:
"
"6714","548","Chopped pistachios.","0","مكوّنات التزيين:
"
"6715","549","A cup of uncooked rice.","1",
"6716","549","Two tablespoons of multi-purpose flour.","1",
"6717","549","one and half cup of water.","1",
"6718","549","Two eggs.","1",
"6719","549","2 teaspoons grated parmesan cheese, 1 teaspoon salt and pepper.","1",
"6720","549","Two teaspoons of sugar.","1",
"6721","549","A teaspoon of cinnamon.","1",
"6722","550","Six hundred milliliters of milk.","1",
"6723","550","Seventy-five grams of ground rice.","1",
"6724","550","Twenty-five grams of butter.","1",
"6725","550","Twenty-five grams of sugar.","1",
"6726","550","Two eggs.","1",
"6727","550","A drop of liquid vanilla.","1",
"6728","551","Four cups of basmati rice, soaked for an hour.","0",
"6729","551","Onion, cut into wings.","0",
"6730","551","Two grains of cardamom.","0",
"6731","551","A tablespoon of oil.","0",
"6732","551","A quarter of a small spoon of turmeric.","0",
"6733","551","Salt, to taste-.","0",
"6734","551","Water.","0",
"6735","552","Two cups of rice (basmati).","0",
"6736","552","Five cloves of cardamom.","0",
"6737","552","1 large onion, finely chopped.","0",
"6738","552","Bay leaf.","0",
"6739","552","A tablespoon of rose water.","0",
"6740","552","A teaspoon of fine cardamom.","0",
"6741","552","A tablespoon of salt.","0",
"6742","552","Four tablespoons of ghee.","0",
"6743","552","A tablespoon of corn oil.","0",
"6744","552","Water.","0",
"6745","553","Five tablespoons of vegetable oil.","0",
"6746","553","Three medium-sized onions, cut into slices.","0",
"6747","553","A kilogram of chicken, divided into eight sections.","0",
"6748","553","Eight small potatoes.","0",
"6749","553","Half a teaspoon each of: black pepper, cumin, cinnamon, and ground cardamom.","0",
"6750","553","Two cubes of chicken broth.","0",
"6751","553","Three and a quarter liters of water.","0",
"6752","553","Salt, to taste-.","0",
"6753","553","Four cups of basmati rice washed and drained.","0",
"6754","553","Pinch of saffron soaked with a quarter cup of boiling water.","0",
"6755","554","A kilogram of split lamb.","0",
"6756","554","Eight cups of water.","0",
"6757","554","Two cubes of meat broth.","0",
"6758","554","Two and a half cups of washed and drained basmati rice.","0",
"6759","554","Two tablespoons of obesity.","0",
"6760","554","Three medium sized onions, finely chopped.","0",
"6761","554","A cup of yogurt.","0",
"6762","554","2 medium sized tomatoes, finely chopped.","0",
"6763","554","Three-quarters of a teaspoon each of: cumin, coriander, turmeric, and ground cardamom.","0",
"6764","554","Three cloves of garlic, crushed.","0",
"6765","555","A cup of rice.","0",
"6766","555","Shredded parmesan cheese.","0",
"6767","555","Four teaspoons of olive oil.","0",
"6768","555","Two hundred and fifty grams of minced chicken breast.","0",
"6769","555","Half a cup of: Carrots, peas, and corn.","0",
"6770","555","Onion of medium size.","0",
"6771","555","Two cups of chicken broth or water.","0",
"6772","555","Small spoon of salt.","0",
"6773","555","Twenty leaves of basil.","0",
"6774","555","black pepper.","0",
"6775","555","To serve: Half a cup of pine nuts, three sticks of green onions.","0",
"6776","556","One chicken.","2","مكوِّنات الدجاج:
"
"6777","556","Half a teaspoon of: sweet condiment, paprika, white and salt pepper.","2","مكوِّنات الدجاج:
"
"6778","556","Grate one lemon.","2","مكوِّنات الدجاج:
"
"6779","556","A tablespoon of chopped parsley.","2","مكوِّنات الدجاج:
"
"6780","556","One hundred milliliters of corn oil.","2","مكوِّنات الدجاج:
"
"6781","556","¼ teaspoon cinnamon.","2","مكوِّنات الدجاج:
"
"6782","556","A little nutmeg.","2","مكوِّنات الدجاج:
"
"6783","556","One hundred and fifty grams of minced meat.","0","مكوَّنات الأرز:
"
"6784","556","Five hundred grams of long rice.","0","مكوَّنات الأرز:
"
"6785","556","Seventy milliliters of corn oil.","0","مكوَّنات الأرز:
"
"6786","556","Thirty-five grams of raisins.","0","مكوَّنات الأرز:
"
"6787","556","Two grams of: cumin and soft cardamom.","0","مكوَّنات الأرز:
"
"6788","556","A liter of chicken broth.","0","مكوَّنات الأرز:
"
"6789","556","A quarter of a teaspoon of turmeric.","0","مكوَّنات الأرز:
"
"6790","556","One gram of cinnamon.","0","مكوَّنات الأرز:
"
"6791","556","Three grams of nutmeg.","0","مكوَّنات الأرز:
"
"6792","556","Five grams of sweet pepper.","0","مكوَّنات الأرز:
"
"6793","556","Half an envelope of mastic.","0","مكوَّنات الأرز:
"
"6794","556","One hundred milliliters of soy sauce.","0","مكوَّنات الأرز:
"
"6795","556","A liter of chicken broth.","-2","مكوِّنات الصلصة:
"
"6796","556","Two grams of: nutmeg and cumin.","-2","مكوِّنات الصلصة:
"
"6797","556","Three grams of sweet pepper.","-2","مكوِّنات الصلصة:
"
"6798","556","Fifteen grams of cornstarch.","-2","مكوِّنات الصلصة:
"
"6799","556","To decorate: Fifty grams of nuts.","-2","مكوِّنات الصلصة:
"
"6800","557","Two cups of long-grain rice.","1",
"6801","557","Two tablespoons of rose water.","1",
"6802","557","Three tablespoons of ghee.","1",
"6803","557","Half a teaspoon of saffron.","1",
"6804","557","A quarter cup of raisins.","1",
"6805","557","Carrot cut into thin sticks.","1",
"6806","557","Four cups of hot water.","1",
"6807","557","two big spoons of lemon juice.","1",
"6808","557","Cinnamon stick.","1",
"6809","557","Onion, cut into thin wings.","1",
"6810","557","Two teaspoons of cumin love.","1",
"6811","557","Two teaspoons of salt.","1",
"6812","557","Three tablespoons of sugar.","1",
"6813","558","Three and a half cups of chicken broth or water.","0",
"6814","558","Two cups of long-grain rice.","0",
"6815","558","Half a cup of vermicelli.","0",
"6816","558","Four tablespoons of oil.","0",
"6817","558","A quarter of a teaspoon of salt.","0",
"6818","559","Three hundred grams of medium shrimp, peeled and sliced.","0",
"6819","559","Two hundred grams of ground beef marinated with a sprinkle of: fish sauce, sugar and pepper.","0",
"6820","559","One hundred and fifty grams of rice noodles.","0",
"6821","559","2 tablespoons each of: peanut oil, grated palm sugar, fish sauce and tomato sauce.","0",
"6822","559","A tablespoon of rice vinegar.","0",
"6823","559","A gram of fresh, medium-firm tofu.","0",
"6824","559","Six green onions, sliced ​​thin.","0",
"6825","559","A century of fresh red pepper cut from the seeds and cut into small pieces.","0",
"6826","559","Three eggs, beaten with a pinch of salt and pepper.","0",
"6827","559","1 to 2 cloves of garlic, minced to taste.","0",
"6828","559","Sprinkle a piece of ginger.","0",
"6829","559","A little vegetable oil for frying.","0",
"6830","560","One cup of rice.","0",
"6831","560","A kilogram of chicken thighs.","0",
"6832","560","Fifteen grains of cardamom.","0",
"6833","560","Two cinnamon sticks.","0",
"6834","560","Small spoon of salt.","0",
"6835","560","Four large mastic.","0",
"6836","560","One cup of chilled or boiled peas.","0",
"6837","560","A teaspoon of soft cinnamon.","0",
"6838","560","A cup and a half of chicken broth.","0",
"6839","561","Ingredients for boiling rice:","0",
"6840","561","Two cups of basmati rice.","0",
"6841","561","Four grains of cardamom right.","0",
"6842","561","Two bay papers.","0",
"6843","561","Two tablespoons of corn oil.","0",
"6844","561","A tablespoon of salt.","0",
"6845","561","Chicken mixture:","0",
"6846","561","Four pieces of chicken fillet.","0",
"6847","561","A teaspoon each of: mixed pepper, salt, and ground cumin.","0",
"6848","561","¼ teaspoon of black pepper.","0",
"6849","561","Half a teaspoon of ground cardamom.","0",
"6850","561","Two tablespoons of butter.","0",
"6851","561","Two tablespoons of oil.","0",
"6852","561","2 medium onions, cut into wings.","0",
"6853","561","Four cloves of crushed garlic.","0",
"6854","561","Two tablespoons of tomato paste.","0",
"6855","561","Two pods of chopped green pepper.","0",
"6856","561","Two large grains of chopped tomatoes.","0",
"6857","561","1 large green pepper, cut into 1 cm cubes.","0",
"6858","561","Two cups of water.","0",
"6859","562","Three cups of basmati rice, mezze rice, or short grain rice.","0",
"6860","562","Six pieces of chicken thighs.","0",
"6861","562","Half a teaspoon each of: salt and mixed pepper.","0",
"6862","562","A quarter of a teaspoon of pepper.","0",
"6863","562","A tablespoon of corn oil or butter.","0",
"6864","562","Two medium-sized onions, chopped.","0",
"6865","562","A tablespoon of ginger.","0",
"6866","562","Four cloves of minced garlic.","0",
"6867","562","Two pods of chopped green pepper.","0",
"6868","562","Two medium grains of shredded carrots.","0",
"6869","562","2 medium zucchini, cut into cubes.","0",
"6870","562","Half a cup of each: chopped parsley, and chopped cilantro.","0",
"6871","562","Two bay papers.","0",
"6872","562","Two small spoons of mixed spice.","0",
"6873","562","A medium stick of cinnamon.","0",
"6874","562","quarter tea spoon of black Peper.","0",
"6875","562","A small spoon of coriander seeds is true.","0",
"6876","562","Two and three quarters of a cup of broth.","0",
"6877","562","Two tablespoons of ghee.","0",
"6878","563","Four cups of basmati rice, washed and soaked for an hour.","0",
"6879","563","Half a kilogram of lamb with bone.","0",
"6880","563","Cubes of meat broth.","0",
"6881","563","Two onions.","0",
"6882","563","One tomato.","0",
"6883","563","Three grains of carrots.","0",
"6884","563","Three tablespoons of tomato paste.","0",
"6885","563","Half a cup of raisins, soaked in rose water.","0",
"6886","563","A third of a cup of almond halves.","0",
"6887","563","ghee.","0",
"6888","563","One teaspoon of mixed spices.","0",
"6889","563","Six grains of cardamom.","0",
"6890","563","Five grains of each of:
Cloves.
Black pepper.","0",
"6891","563","Cloves.","0",
"6892","563","Black pepper.","0",
"6893","563","Two sheets of bay leaf.","0",
"6894","564","Four cups of basmati rice, washed and soaked in water.","0",
"6895","564","Six pieces of lamb with bone.","0",
"6896","564","Three grains of potatoes, cut and fried half-fried.","0",
"6897","564","Chopped onion.","0",
"6898","564","Two onions fried and cut into wings.","0",
"6899","564","Two tomatoes, peeled and chopped.","0",
"6900","564","Three tablespoons of tomato sauce.","0",
"6901","564","1 teaspoon of:
Meat seasoning.
Soft blame.","0",
"6902","564","Meat seasoning.","0",
"6903","564","Soft blame.","0",
"6904","564","A quarter of a teaspoon of ground black pepper.","0",
"6905","564","Two cinnamon sticks.","0",
"6906","564","Six grains of black pepper.","0",
"6907","564","Five grains of each of:
Cloves.
Cardamom.","0",
"6908","564","Cloves.","0",
"6909","564","Cardamom.","0",
"6910","565","One whole piece of chicken, cut into quarters.","0",
"6911","565","Two tablespoons of ghee or butter.","0",
"6912","565","Five onions, cut into small cubes.","0",
"6913","565","Five cloves of crushed garlic.","0",
"6914","565","Four grains of grated carrots.","0",
"6915","565","Pinch of nutmeg.","0",
"6916","565","Half a teaspoon of ground black pepper.","0",
"6917","565","Three cups of basmati rice, washed, soaked, and drained.","0",
"6918","565","Four cups chicken broth.","0",
"6919","565","Two cinnamon sticks.","0",
"6920","565","Four sticks of cloves.","0",
"6921","565","Eight grains of cardamom.","0",
"6922","565","Two dried lemons.","0",
"6923","565","One teaspoon of cumin.","0",
"6924","565","One teaspoon of pepper.","0",
"6925","565","Mixed nuts for garnishing.","0",
"6926","566","Two cups of long grain rice.","0",
"6927","566","Three cups of water or chicken broth.","0",
"6928","566","A quarter cup of chopped dill.","0",
"6929","566","A clove of crushed garlic.","0",
"6930","566","A tablespoon of grated lemon.","0",
"6931","566","Three tablespoons of lemon juice and butter.","0",
"6932","566","Small spoon of salt.","0",
"6933","566","A quarter of a teaspoon of cinnamon and black pepper.","0",
"6934","567","Grams of saffron.","0",
"6935","567","Half a cup of grated cheese, white grape juice.","0",
"6936","567","Two cups of long-grain rice.","0",
"6937","567","1 cup of medium sized shrimp, peeled and cleaned.","0",
"6938","567","quarter cup of lemon juice.","0",
"6939","567","Four cups of shrimp broth.","0",
"6940","567","Ten laurel leaves, and more for garnishing.","0",
"6941","567","Two tablespoons of unsalted butter.","0",
"6942","567","A spoonful of grated lemon.","0",
"6943","567","Two grains of onions cut into small pieces.","0",
"6944","567","Cloves of garlic, cut into small pieces.","0",
"6945","567","Four tablespoons of olive oil.","0",
"6946","567","Ground black pepper and sea salt to taste.","0",
"6947","568","Two and a half cups of white long-grain rice.","0",
"6948","568","Two tablespoons of hot water, pistachios, butter or ghee, golden raisins, and boiled almonds, cut into slices or very thinly.","0",
"6949","568","Two teaspoons of salt.","0",
"6950","568","Half a teaspoon of filament saffron.","0",
"6951","568","Four grains of cloves and cardamom.","0",
"6952","568","Ten grains of love pepper.","0",
"6953","568","Half a grated orange peel (about 1 teaspoon).","0",
"6954","568","water.","0",
"6955","568","1 stick of cinnamon.","0",
"6956","569","A kilogram of chicken thighs.","0",
"6957","569","A cup of rice.","0",
"6958","569","Fifteen grains of cardamom.","0",
"6959","569","Small spoon of salt.","0",
"6960","569","Two cinnamon sticks.","0",
"6961","569","Four large grains of mastic.","0",
"6962","569","A teaspoon of soft cinnamon.","0",
"6963","569","A cup of chilled or boiled peas.","0",
"6964","569","A cup and a half of chicken broth.","0",
"6965","570","Two sheets of bay leaf.","1","مكوّنات سلق الأرز:
"
"6966","570","Two cups of basmati rice.","1","مكوّنات سلق الأرز:
"
"6967","570","Four grains of cardamom right.","1","مكوّنات سلق الأرز:
"
"6968","570","Two tablespoons of corn oil.","1","مكوّنات سلق الأرز:
"
"6969","570","A tablespoon of salt.","1","مكوّنات سلق الأرز:
"
"6970","570","Small spoon of salt.","-1","مكوّنات خليط الدجاج:
"
"6971","570","Four pieces of chicken fillet.","-1","مكوّنات خليط الدجاج:
"
"6972","570","¼ teaspoon of black pepper.","-1","مكوّنات خليط الدجاج:
"
"6973","570","Two medium onions cut into wings.","-1","مكوّنات خليط الدجاج:
"
"6974","570","A small spoon of mixed spice.","-1","مكوّنات خليط الدجاج:
"
"6975","570","Teaspoon ground cumin.","-1","مكوّنات خليط الدجاج:
"
"6976","570","Two tablespoons of oil.","-1","مكوّنات خليط الدجاج:
"
"6977","570","Half a teaspoon of ground cardamom.","-1","مكوّنات خليط الدجاج:
"
"6978","570","Two tablespoons of butter.","-1","مكوّنات خليط الدجاج:
"
"6979","570","Two pods of chopped green pepper.","-1","مكوّنات خليط الدجاج:
"
"6980","570","Four cloves of crushed garlic.","-1","مكوّنات خليط الدجاج:
"
"6981","570","Two large grains of chopped tomatoes.","-1","مكوّنات خليط الدجاج:
"
"6982","570","A large green pepper, cut into cubes.","-1","مكوّنات خليط الدجاج:
"
"6983","570","Two tablespoons of tomato paste.","-1","مكوّنات خليط الدجاج:
"
"6984","570","Two cups of water.","-1","مكوّنات خليط الدجاج:
"
"6985","571","Four tablespoons of ghee.","0",
"6986","571","Two large onions, finely chopped.","0",
"6987","571","Two teaspoons of finely crushed garlic.","0",
"6988","571","A tablespoon of chopped ginger.","0",
"6989","571","Two pods of finely chopped green peppers.","0",
"6990","571","A kilogram of chicken cut into quarters.","0",
"6991","571","Two teaspoons of salt.","0",
"6992","571","Three cups of basmati rice.","0",
"6993","571","1 teaspoon turmeric.","0",
"6994","571","Half a tablespoon of cinnamon.","0",
"6995","571","Two teaspoons of ginger powder.","0",
"6996","571","A quarter of a tablespoon of sweet paprika.","0",
"6997","571","A tablespoon of mixed spices.","0",
"6998","571","Three large tomatoes, finely chopped.","0",
"6999","571","Two tablespoons of tomato paste.","0",
"7000","571","Four grains of cardamom.","0",
"7001","571","Ten beads of correct cloves.","0",
"7002","571","Three bay leaves.","0",
"7003","571","Two cinnamon sticks.","0",
"7004","571","A little fried almonds, to garnish.","0",
"7005","572","A cup of cooked ground meat.","0",
"7006","572","Two cups of cooked mixed vegetables.","0",
"7007","572","Half a cup of fried pine nuts.","0",
"7008","572","Three cups of cooked basmati rice.","0",
"7009","572","A teaspoon of mixed spices.","0",
"7010","572","¼ teaspoon of black pepper.","0",
"7011","572","Three tablespoons of soy sauce.","0",
"7012","572","A quarter of a teaspoon of ground cinnamon.","0",
"7013","572","A package of gelash chips dough.","0",
"7014","572","Amount of oil.","0",
"7015","573","Two tablespoons of corn oil.","1","مكوّنات سلق الأرز:
"
"7016","573","A tablespoon of salt.","1","مكوّنات سلق الأرز:
"
"7017","573","Four cloves of cardamom right.","1","مكوّنات سلق الأرز:
"
"7018","573","Two pieces of bay leaves.","1","مكوّنات سلق الأرز:
"
"7019","573","Two cups of long-grain rice.","1","مكوّنات سلق الأرز:
"
"7020","573","Two cups of water.","-1","مكوّنات خليط الدجاج:
"
"7021","573","A large green pepper, cubed centimeter.","-1","مكوّنات خليط الدجاج:
"
"7022","573","Two large grains of chopped tomatoes.","-1","مكوّنات خليط الدجاج:
"
"7023","573","Two medium grains of onion cut into wings.","-1","مكوّنات خليط الدجاج:
"
"7024","573","Four pieces of chicken fillet.","-1","مكوّنات خليط الدجاج:
"
